Date,Open,High,Low,Close,Adj Close,Volume
2023-04-27,124.440002,126.010002,123.139999,125.699997,124.006744,4252100
2023-04-28,125.150002,127.070000,124.959999,126.720001,125.013008,4420700
2023-05-01,126.919998,128.679993,126.860001,127.919998,126.196831,4112600
2023-05-02,127.150002,127.580002,125.169998,127.260002,125.545723,3831600
2023-05-03,125.489998,128.380005,123.669998,126.739998,125.032722,4560100
2023-05-04,124.940002,125.190002,122.820000,123.669998,122.004082,6177100
2023-05-05,125.930000,127.029999,125.220001,126.589996,124.884750,4887500
2023-05-08,127.260002,127.690002,125.980003,126.879997,125.170845,3892600
2023-05-09,125.269997,125.660004,124.169998,125.099998,123.414825,4082100
2023-05-10,126.290001,126.459999,122.169998,123.510002,121.846252,5052600
2023-05-11,123.449997,123.860001,121.900002,122.220001,120.573616,5923100
2023-05-12,120.989998,121.199997,119.029999,120.209999,118.590691,6571800
2023-05-15,119.820000,119.989998,118.010002,119.830002,118.215813,5518200
2023-05-16,117.500000,117.839996,116.120003,116.480003,114.910942,8306400
2023-05-17,116.379997,117.129997,115.250000,116.980003,115.404205,7765400
2023-05-18,117.430000,119.150002,116.849998,118.870003,117.268745,5970500
2023-05-19,114.559998,115.489998,113.099998,114.760002,113.214111,11672400
2023-05-22,112.849998,112.849998,110.019997,110.180000,108.695808,12710300
2023-05-23,109.769997,111.059998,108.190002,108.779999,107.314659,11790400
2023-05-24,109.000000,109.099998,107.199997,108.290001,106.831261,8503200
2023-05-25,108.349998,108.970001,107.419998,107.480003,106.032188,6729800
2023-05-26,107.000000,108.449997,107.000000,107.510002,106.061775,7911200
2023-05-30,108.400002,108.879997,106.269997,106.519997,105.085098,9335200
2023-05-31,105.699997,106.169998,104.830002,105.260002,103.842079,21465200
2023-06-01,104.180000,104.599998,102.900002,103.629997,102.234032,12025200
2023-06-02,107.629997,108.419998,106.129997,107.779999,106.678131,11835000
2023-06-05,107.879997,107.879997,105.180000,105.199997,104.124504,7434000
2023-06-06,105.489998,106.750000,105.199997,106.190002,105.104385,7896300
2023-06-07,106.040001,108.239998,105.419998,107.089996,105.995178,11123900
2023-06-08,107.160004,107.519997,105.669998,106.199997,105.114288,9137600
2023-06-09,105.910004,106.279999,105.349998,105.860001,104.777756,5795200
2023-06-12,106.290001,106.849998,104.599998,106.830002,105.737846,7964600
2023-06-13,107.139999,107.480003,106.290001,106.779999,105.688354,8460500
2023-06-14,107.480003,113.400002,107.480003,112.860001,111.706207,17415500
