Date,Open,High,Low,Close,Adj Close,Volume
2023-04-24,133.100006,134.218994,130.205002,131.449997,131.449997,2942300
2023-04-25,140.500000,145.880005,136.710007,138.199997,138.199997,8215900
2023-04-26,138.529999,140.089996,133.029999,133.119995,133.119995,2519200
2023-04-27,133.960007,134.074997,130.899994,132.169998,132.169998,1991400
2023-04-28,131.039993,133.600006,128.669998,133.600006,133.600006,1643900
2023-05-01,134.000000,138.500000,133.880005,138.429993,138.429993,1530800
2023-05-02,138.020004,138.160004,135.039993,136.389999,136.389999,1389900
2023-05-03,135.910004,140.990005,135.910004,138.059998,138.059998,1670100
2023-05-04,137.479996,140.949997,136.589996,140.479996,140.479996,1607900
2023-05-05,141.320007,142.389999,139.289993,141.750000,141.750000,1233400
2023-05-08,141.960007,146.000000,141.960007,144.529999,144.529999,1851000
2023-05-09,143.580002,144.839996,142.919998,143.699997,143.699997,1373900
2023-05-10,145.000000,147.990005,143.570007,147.740005,147.740005,1715000
2023-05-11,148.160004,149.619995,146.617004,147.059998,147.059998,1319500
2023-05-12,146.699997,147.080002,141.119995,142.529999,142.529999,1686500
2023-05-15,141.869995,144.300003,141.100006,144.220001,144.220001,1502500
2023-05-16,144.220001,146.839996,143.039993,146.320007,146.320007,1354500
2023-05-17,146.789993,147.550003,145.449997,146.000000,146.000000,1226200
2023-05-18,145.460007,152.070007,144.759995,151.479996,151.479996,1667100
2023-05-19,151.210007,152.300003,148.449997,149.429993,149.429993,1221500
2023-05-22,148.649994,150.820007,148.210007,148.600006,148.600006,973200
2023-05-23,148.160004,151.160004,147.479996,147.669998,147.669998,1445600
2023-05-24,145.699997,148.535004,144.809998,147.039993,147.039993,1085500
2023-05-25,149.350006,149.850006,147.539993,147.649994,147.649994,1107400
2023-05-26,148.000000,151.009995,146.820007,150.309998,150.309998,1009900
2023-05-30,151.850006,151.850006,144.570007,148.009995,148.009995,2294300
2023-05-31,146.080002,149.949997,145.399994,148.899994,148.899994,1092100
2023-06-01,150.199997,154.600006,149.070007,153.919998,153.919998,1121200
2023-06-02,154.300003,155.000000,148.770004,151.740005,151.740005,1163900
2023-06-05,151.100006,157.130005,150.250000,156.339996,156.339996,1837600
2023-06-06,154.100006,154.869995,152.464996,153.029999,153.029999,1127700
2023-06-07,153.000000,155.679993,147.539993,148.309998,148.309998,1558000
2023-06-08,150.270004,151.690002,148.470001,149.470001,149.470001,1218800
2023-06-09,149.500000,151.729996,148.360001,150.479996,150.479996,2033100
2023-06-12,150.889999,151.369995,149.119995,150.600006,150.600006,1521500
2023-06-13,151.529999,152.740005,149.369995,151.539993,151.539993,1917600
2023-06-14,151.960007,153.080002,149.264999,151.649994,151.649994,1750700
2023-06-15,150.080002,152.240005,148.199997,152.179993,152.179993,1374500
2023-06-16,153.309998,160.630005,153.199997,159.990005,159.990005,3531900
2023-06-20,156.199997,158.779999,154.820007,156.820007,156.820007,1585600
2023-06-21,159.300003,160.800003,152.800003,155.929993,155.929993,2620500
2023-06-22,154.449997,159.169998,153.500000,159.089996,159.089996,1280500
2023-06-23,157.050003,158.309998,154.649994,157.490005,157.490005,1262300
2023-06-26,156.410004,158.210007,152.710007,153.779999,153.779999,1720200
2023-06-27,156.139999,159.750000,155.570007,158.619995,158.619995,1041900
2023-06-28,158.320007,161.660004,157.479996,160.570007,160.570007,805600
2023-06-29,160.529999,161.214996,158.889999,159.259995,159.259995,924800
2023-06-30,160.100006,161.309998,159.054993,160.550003,160.550003,1357600
2023-07-03,160.850006,162.369995,159.800003,160.559998,160.559998,550300
2023-07-05,160.690002,161.210007,158.289993,160.729996,160.729996,732000
2023-07-06,158.779999,159.080002,155.369995,156.619995,156.619995,1021700
2023-07-07,156.520004,158.639999,156.059998,156.970001,156.970001,800800
2023-07-10,156.029999,159.285004,155.371994,157.389999,157.389999,846700
2023-07-11,157.339996,161.770004,156.660004,160.580002,160.580002,1160600
2023-07-12,162.000000,166.119995,161.375000,165.789993,165.789993,1540500
2023-07-13,167.000000,173.110001,164.509995,171.100006,171.100006,2410800
2023-07-14,176.199997,179.240005,170.919998,172.029999,172.029999,3640400
2023-07-17,171.770004,179.419998,170.770004,179.169998,179.169998,2293000
2023-07-18,178.500000,179.815002,175.789993,179.580002,179.580002,2151500
2023-07-19,180.000000,182.000000,178.059998,179.839996,179.839996,1599500
2023-07-20,177.009995,177.589996,171.440002,172.479996,172.479996,1918500
2023-07-21,173.490005,179.600006,171.179993,171.710007,171.710007,2558900
2023-07-24,169.520004,169.520004,159.669998,163.720001,163.720001,3944900
2023-07-25,150.100006,152.649994,139.153000,140.380005,140.380005,14609900
2023-07-26,141.690002,149.210007,141.100006,149.130005,149.130005,7091400
2023-07-27,151.470001,151.800003,142.884995,144.520004,144.520004,5155100
2023-07-28,146.050003,149.330002,142.630005,148.600006,148.600006,2965600
2023-07-31,149.699997,151.309998,148.089996,149.410004,149.410004,1873700
2023-08-01,148.610001,152.800003,148.050003,150.839996,150.839996,1684500
2023-08-02,149.210007,150.190002,143.839996,146.509995,146.509995,2163900
2023-08-03,144.570007,147.419998,143.740005,145.419998,145.419998,1682100
2023-08-04,145.270004,146.500000,143.039993,144.119995,144.119995,1456700
2023-08-07,145.100006,145.100006,141.100006,141.990005,141.990005,1646200
2023-08-08,141.139999,141.419998,137.220001,138.369995,138.369995,2483900
2023-08-09,138.470001,140.179993,137.419998,139.089996,139.089996,1671100
2023-08-10,140.339996,140.699005,135.220001,136.429993,136.429993,2643600
2023-08-11,136.389999,139.195007,135.895004,138.679993,138.679993,1578100
2023-08-14,137.300003,139.664993,135.339996,139.380005,139.380005,1942900
2023-08-15,138.380005,138.580002,133.270004,133.429993,133.429993,2125300
2023-08-16,132.600006,136.139999,132.279999,134.350006,134.350006,1584900
2023-08-17,134.350006,134.854004,131.190002,131.570007,131.570007,1129300
2023-08-18,129.899994,132.475006,129.229996,131.869995,131.869995,1586600
2023-08-21,131.919998,132.970001,130.000000,132.490005,132.490005,1234700
2023-08-22,133.000000,134.029999,131.044998,133.440002,133.440002,871000
2023-08-23,133.220001,139.009995,133.110001,138.240005,138.240005,1629300
2023-08-24,139.179993,140.320007,135.259995,135.759995,135.759995,1415800
2023-08-25,138.809998,138.809998,133.690002,137.220001,137.220001,1360400
2023-08-28,138.889999,142.149994,138.259995,141.259995,141.259995,1530400
2023-08-29,140.610001,144.800003,140.500000,144.509995,144.509995,1045700
2023-08-30,144.639999,149.600006,144.395004,149.449997,149.449997,1624600
2023-08-31,149.949997,154.919998,149.820007,153.970001,153.970001,2305400
2023-09-01,155.559998,158.509995,155.199997,157.559998,157.559998,1454400
2023-09-05,156.029999,160.845001,154.869995,159.320007,159.320007,1710300
2023-09-06,161.899994,163.649994,159.054993,160.470001,160.470001,2066500
2023-09-07,158.570007,161.949997,157.789993,160.100006,160.100006,1892700
2023-09-08,159.830002,161.190002,154.399994,155.470001,155.470001,1713200
2023-09-11,155.990005,158.070007,154.815002,157.660004,157.660004,1102200
2023-09-12,156.649994,158.270004,154.020004,154.649994,154.649994,1059700
2023-09-13,153.139999,155.570007,151.110001,155.490005,155.490005,1249500
2023-09-14,155.289993,158.800003,154.649994,157.149994,157.149994,1491600
2023-09-15,156.679993,158.660004,153.910004,158.580002,158.580002,1497600
2023-09-18,157.360001,160.199997,155.539993,159.240005,159.240005,1208800
2023-09-19,158.500000,160.899994,156.279999,160.169998,160.169998,1281900
2023-09-20,163.029999,167.740005,160.710007,160.770004,160.770004,1707400
2023-09-21,158.520004,158.789993,153.690002,154.059998,154.059998,1610800
2023-09-22,156.380005,159.550003,155.929993,156.350006,156.350006,1205900
2023-09-25,155.669998,156.350006,151.490005,155.520004,155.520004,1436800
2023-09-26,154.020004,157.000000,151.279999,152.360001,152.360001,1327200
2023-09-27,153.330002,155.479996,152.050003,153.750000,153.750000,703800
2023-09-28,150.800003,154.550003,147.860001,153.529999,153.529999,995400
2023-09-29,157.350006,158.899994,154.520004,154.639999,154.639999,1477400
2023-10-02,155.289993,159.610001,154.690002,158.110001,158.110001,999100
2023-10-03,157.440002,159.559998,152.320007,154.509995,154.509995,1226200
2023-10-04,154.210007,159.979996,154.119995,159.580002,159.580002,1433600
2023-10-05,158.729996,159.570007,154.619995,157.309998,157.309998,1299100
2023-10-06,155.639999,161.380005,154.830002,160.529999,160.529999,1154900
2023-10-09,155.839996,157.830002,153.164993,156.449997,156.449997,1412000
2023-10-10,156.210007,160.149994,155.214996,157.600006,157.600006,1601400
2023-10-11,157.419998,159.740005,153.309998,156.570007,156.570007,1531600
2023-10-12,159.520004,162.460007,156.020004,158.119995,158.119995,1992700
2023-10-13,156.860001,157.690002,152.899994,153.559998,153.559998,1759000
2023-10-16,153.520004,158.259995,152.789993,158.119995,158.119995,1396300
2023-10-17,157.449997,159.360001,156.570007,157.330002,157.330002,1048600
2023-10-18,156.000000,156.175003,148.660004,148.919998,148.919998,1736100
2023-10-19,152.610001,154.529999,149.559998,149.970001,149.970001,1678100
2023-10-20,149.300003,151.449997,145.759995,149.919998,149.919998,1941900
2023-10-23,146.059998,155.830002,145.789993,154.610001,154.610001,3272700
2023-10-24,163.979996,173.449997,163.000000,170.630005,170.630005,7498600
2023-10-25,169.940002,170.500000,160.050003,161.820007,161.820007,4657800
2023-10-26,162.750000,165.350006,155.000000,158.380005,158.380005,2981500
2023-10-27,158.589996,162.059998,158.100006,159.350006,159.350006,1971300
2023-10-30,161.199997,164.270004,159.750000,162.669998,162.669998,1959300
2023-10-31,163.029999,165.570007,161.389999,164.759995,164.759995,1566400
2023-11-01,165.000000,167.899994,163.649994,167.630005,167.630005,1366100
2023-11-02,170.500000,171.000000,167.240005,167.309998,167.309998,2154900
2023-11-03,167.500000,170.949997,167.050003,169.979996,169.979996,1369600
2023-11-06,169.580002,169.695007,165.589996,167.240005,167.240005,1127200
2023-11-07,168.449997,168.770004,165.279999,165.500000,165.500000,1474000
2023-11-08,165.869995,170.300003,164.830002,169.970001,169.970001,1403300
2023-11-09,171.199997,175.149994,170.210007,170.279999,170.279999,1451000
2023-11-10,169.520004,171.669998,167.639999,170.979996,170.979996,977400
2023-11-13,170.000000,173.229996,169.020004,171.169998,171.169998,1307500
2023-11-14,174.559998,175.000000,171.050003,174.410004,174.410004,1236100
2023-11-15,174.429993,176.649994,173.679993,173.759995,173.759995,1248100
2023-11-16,171.850006,176.339996,170.619995,175.279999,175.279999,1301500
2023-11-17,175.720001,177.020004,174.669998,176.050003,176.050003,1024200
2023-11-20,175.039993,180.949997,175.000000,179.860001,179.860001,1317300
2023-11-21,178.539993,180.179993,178.009995,178.679993,178.679993,1479400
2023-11-22,179.630005,182.500000,179.000000,181.199997,181.199997,1229900
2023-11-24,179.220001,182.304993,178.729996,181.699997,181.699997,499100
2023-11-27,182.000000,184.485001,181.360001,183.039993,183.039993,1204300
2023-11-28,183.000000,184.919998,182.039993,182.610001,182.610001,845900
2023-11-29,183.000000,184.279999,180.419998,182.309998,182.309998,1013300
2023-11-30,183.029999,185.589996,180.645996,185.110001,185.110001,1597400
2023-12-01,180.729996,183.339996,179.660004,180.690002,180.690002,1627700
2023-12-04,193.000000,201.414993,192.000000,194.169998,194.169998,6862800
2023-12-05,192.899994,199.970001,191.259995,199.320007,199.320007,3133100
2023-12-06,199.000000,202.880005,193.580002,193.789993,193.789993,1864600
2023-12-07,193.949997,196.300003,193.020004,195.820007,195.820007,1238700
2023-12-08,192.259995,198.389999,191.000000,198.050003,198.050003,1729700
2023-12-11,200.000000,200.000000,196.320007,197.759995,197.759995,1593200
